chairman|.|320.5183386589768|.|308.45911440526396
services|.|311.1876597024112|.|345.2962541103108
march|.|370.68297411217037|.|208.91451104031975
sulcus brushing|.|310.3264761685859|.|314.7799539678979
single|.|317.6812853184215|.|344.6542350612112
attention handling|.|162.96104158975055|.|105.61469644518914
suggestions for a network|.|56.097783466630304|.|126.49024629097755
closed state|.|154.9886931554556|.|251.0034066222268
draft set of host names|.|99.69205806836574|.|344.1439564504179
naming conventions|.|328.0392521800216|.|348.35132625506304
names|.|64.86440040579461|.|121.75543749079141
logical message|.|164.84453902848432|.|115.61382490267904
stage|.|364.4954414352344|.|208.4963121546542
speech|.|315.2720916975302|.|349.89295691932824
ii server|.|321.8035289355702|.|343.46054857854216
carnegie mellon|.|325.0066169223466|.|333.255876971785
data transfer|.|310.1271389806239|.|315.91379124774244
graphic order codes|.|364.47326425157524|.|209.0213026715326
network fortran|.|69.08701884308901|.|122.36029108024283
returned|.|293.29464770099395|.|105.1900059477716
standard|.|362.8705691260484|.|197.8597378435087
november|.|358.22667450257757|.|202.54214708930286
monkey|.|321.4309283671095|.|300.29244765787087
computer corporation of america|.|196.27757911548986|.|321.11899524135384
user level|.|325.79053366938587|.|348.18110054581854
official|.|319.1699032351209|.|316.62182350293756
user system|.|188.53173579173136|.|331.6119727574144
general console|.|64.21520436405639|.|117.42714572631678
gerry cole|.|367.7907235905609|.|206.56990302002953
observe|.|112.46541640996568|.|346.60202201028113
spring|.|357.03767886130817|.|216.73007709558772
network july|.|157.06027090334555|.|119.09172006897802
created process|.|138.70581296453594|.|354.55358778455644
protocol|.|60.51323396546012|.|131.4773077674494
proferred official|.|118.11916257534163|.|341.2642360174656
notes on the arc|.|145.97394885528848|.|351.42674229187315
device independent|.|317.3389451908975|.|343.7723836783366
links|.|323.8693698458178|.|316.9023652633098
tip|.|322.6404587872754|.|303.07095663958665
area|.|307.6311448884408|.|307.45690267304064
race condition|.|141.63517362354585|.|340.94823581290035
site status|.|138.33210616776003|.|348.66413121319073
socket names|.|114.57636743443317|.|338.5866818789878
tablet graphics|.|144.9769125026786|.|340.5604180475836
transfer protocol|.|157.05835449540197|.|116.4674148669699
protocol rfc|.|314.8020192342401|.|309.43861416685667
job stream|.|284.1136086383156|.|111.74505861012203
format|.|71.32507377922394|.|115.52416081106242
bob flegel|.|352.12445637857655|.|212.5887933283068
please|.|102.27331400589507|.|351.06360380117786
sent|.|179.02161837153074|.|100.92711061878795
time sharing|.|315.67004147426377|.|300.5401707845994
mail box protocol|.|52.80042519373232|.|132.24504133114465
logical message must begin|.|135.1103335771778|.|342.49554258950536
ingress|.|327.313405447332|.|349.34187774007813
meeting report|.|286.86362733023407|.|105.52549596284638
laboratory|.|314.2192414731522|.|314.8028245591171
xerox graphic|.|191.47599125496924|.|330.76410403519964
magic word|.|127.86090960455091|.|341.46534289197064
input stream|.|116.03682347257438|.|341.0589791928975
icp committee|.|131.77997028229638|.|340.1301513155335
header|.|67.76197827978407|.|125.36849522034355
proposal feb|.|323.39979845171774|.|297.6664339920146
host interface|.|323.4396478113022|.|346.5256599950667
arc clock|.|248.99300310475334|.|262.47198403726617
alfred|.|298.1878830427224|.|108.4041053747625
voice coordination|.|264.94818817384134|.|260.32938843036527
contacted|.|160.92522604422226|.|116.59793037002824
carol falls|.|161.6056524393122|.|102.69357566596892
game|.|313.3555557080405|.|339.255107609396
waiting|.|329.6030427914118|.|342.4444889696361
beginning|.|309.59168409043616|.|343.1866027937689
changes|.|67.7686686238831|.|115.98051482770512
obsolete|.|315.614799965994|.|302.23807077232004
winter|.|369.24749276834484|.|203.47928985497597
management system|.|322.02452655467647|.|335.61862212389565
addendum to nwg|.|325.58326102795417|.|349.1012873473068
storage|.|330.4825458637355|.|335.60314897011506
error|.|328.803756888563|.|349.54505343957146
host protocol|.|177.02693789899277|.|117.67552504191205
arpa|.|154.1682941124555|.|243.8216338059263
running|.|170.33189784890882|.|240.34991239344552
current icp|.|304.9419284431276|.|302.1855643565488
dorothy hopkin university|.|141.40787670003002|.|351.7057708939093
vol|.|318.801286290872|.|307.78083988111433
central|.|317.4429929467427|.|309.41508973664037
assignment of several connections|.|289.50493193891367|.|114.55043323769789
document no|.|190.10424853897786|.|313.7032992423875
albert|.|287.3779930554132|.|109.73391205585283
protocol document|.|328.5780593479745|.|341.9440877222022
overflow condition|.|323.8582031986687|.|303.2517929654404
existing data|.|169.97469483495496|.|117.24566298912046
cipher|.|70.443008102001|.|131.1533187582327
figure|.|68.14281753527445|.|127.75722145259832
graphics data|.|288.14473105373827|.|106.74532003736613
february|.|351.32184613052874|.|210.80045441994992
implementation|.|318.17964817581463|.|354.6431620996809
graphics meeting report|.|136.85316803300088|.|344.76948372838956
software procedures|.|164.3036172315537|.|236.47436629506305
graphics facilities|.|158.41412263142922|.|113.08643283258402
special|.|59.363277230447586|.|126.21508842155555
telnet protocol|.|288.1006734443253|.|108.67531715014158
sharing system|.|158.3293228726137|.|240.8449037754301
watson|.|289.4444328212131|.|102.36770909967551
various|.|293.8761819786837|.|97.19960458923602
eight bits|.|352.4923690853241|.|203.97310755852706
attention|.|163.8432746572622|.|245.38292384988353
comment|.|68.0733278678371|.|132.75866867439947
reliable communication|.|315.25934611529794|.|344.34778454497956
university of illinois|.|64.40459202153544|.|131.91108226378398
socket|.|183.73809116138926|.|321.33233785922283
time|.|324.86093898662915|.|343.389533393911
network host status|.|283.29812621662654|.|101.24989652410028
